Order;obname;agent;Oid;type;dir;price;quty;validity
Price;lvmh;13500;177;A;Overvalued_10_6;Overvalued_10_6;Noise4;Noise4;13500;9223372036854775807
Agent;Noise4;-2389500;lvmh;177;13500
Exec;Noise4;Noise4
Agent;Overvalued_10_6;10179000;lvmh;-754;13500
Price;lvmh;13500;17;A;Overvalued_10_6;Overvalued_10_6;Noise1;Noise1;13500;9223372036854775807
Agent;Noise1;-229500;lvmh;17;13500
Agent;Overvalued_10_6;10408500;lvmh;-771;13500
Exec;Overvalued_10_6;Overvalued_10_6
Price;lvmh;13500;392;A;Overvalued_10_0;Overvalued_10_0;Noise1;Noise1;13500;9223372036854775807
Agent;Noise1;-5521500;lvmh;409;13500
Exec;Noise1;Noise1
Agent;Overvalued_10_0;5292000;lvmh;-392;13500
Price;lvmh;13500;151;A;Overvalued_10_0;Overvalued_10_0;Noise2;Noise2;13500;9223372036854775807
Agent;Noise2;-6898500;lvmh;511;13500
Agent;Overvalued_10_0;7330500;lvmh;-543;13500
Exec;Overvalued_10_0;Overvalued_10_0
Price;lvmh;13500;323;A;Overvalued_10_9;Overvalued_10_9;Noise2;Noise2;13500;9223372036854775807
Agent;Noise2;-11259000;lvmh;834;13500
Agent;Overvalued_10_9;4360500;lvmh;-323;13500
Exec;Overvalued_10_9;Overvalued_10_9
Price;lvmh;13500;206;A;Overvalued_10_5;Overvalued_10_5;Noise2;Noise2;13500;9223372036854775807
Agent;Noise2;-14040000;lvmh;1040;13500
Agent;Overvalued_10_5;2781000;lvmh;-206;13500
Exec;Overvalued_10_5;Overvalued_10_5
Price;lvmh;13500;18;A;Overvalued_10_1;Overvalued_10_1;Noise2;Noise2;13500;9223372036854775807
Agent;Noise2;-14283000;lvmh;1058;13500
Exec;Noise2;Noise2
Agent;Overvalued_10_1;243000;lvmh;-18;13500
Price;lvmh;13500;162;A;Overvalued_10_1;Overvalued_10_1;Noise4;Noise4;13500;9223372036854775807
Agent;Noise4;-4576500;lvmh;339;13500
Agent;Overvalued_10_1;2430000;lvmh;-180;13500
Exec;Overvalued_10_1;Overvalued_10_1
Price;lvmh;13500;83;A;Overvalued_10_4;Overvalued_10_4;Noise4;Noise4;13500;9223372036854775807
Agent;Noise4;-5697000;lvmh;422;13500
Exec;Noise4;Noise4
Agent;Overvalued_10_4;1120500;lvmh;-83;13500
Price;lvmh;13500;391;A;Overvalued_10_4;Overvalued_10_4;Noise1;Noise1;13500;9223372036854775807
Agent;Noise1;-10800000;lvmh;800;13500
Agent;Overvalued_10_4;6399000;lvmh;-474;13500
Exec;Overvalued_10_4;Overvalued_10_4
Price;lvmh;14373;43;A;ZIT7;4;Noise1;Noise1;14373;9223372036854775807
Agent;Noise1;-11418039;lvmh;843;14373
Agent;ZIT7;2350399;lvmh;-163;14373
Exec;ZIT7;4
Price;lvmh;14391;50;A;ZIT5;4;Noise1;Noise1;14391;9223372036854775807
Agent;Noise1;-12137589;lvmh;893;14391
Agent;ZIT5;1581581;lvmh;-108;14391
Exec;ZIT5;4
Price;lvmh;14454;29;A;ZIT6;3;Noise1;Noise1;14454;9223372036854775807
Agent;Noise1;-12556755;lvmh;922;14454
Agent;ZIT6;1079427;lvmh;-75;14454
Exec;ZIT6;3
Price;lvmh;14474;39;A;ZIT2;3;Noise1;Noise1;14474;9223372036854775807
Agent;Noise1;-13121241;lvmh;961;14474
Agent;ZIT2;2521218;lvmh;-171;14474
Exec;ZIT2;3
Price;lvmh;14661;19;A;ZIT9;4;Noise1;Noise1;14661;9223372036854775807
Agent;Noise1;-13399800;lvmh;980;14661
Exec;Noise1;Noise1
Agent;ZIT9;1057955;lvmh;-73;14661
Price;lvmh;14661;12;A;ZIT9;4;Noise3;Noise3;14661;9223372036854775807
Agent;Noise3;-13272697;lvmh;915;14661
Agent;ZIT9;1233887;lvmh;-85;14661
Exec;ZIT9;4
Order;lvmh;ZIT1;5;L;A;14487;78;-1
Price;lvmh;14487;78;A;ZIT1;5;Noise3;Noise3;14487;9223372036854775807
Agent;Noise3;-14402683;lvmh;993;14487
Agent;ZIT1;1823778;lvmh;-126;14487
Exec;ZIT1;5
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_2;Overvalued_10_2;L;A;13500;569;-1
Price;lvmh;13500;569;A;Overvalued_10_2;Overvalued_10_2;Noise3;Noise3;13500;9223372036854775807
Agent;Noise3;-22084183;lvmh;1562;13500
Agent;Overvalued_10_2;14175000;lvmh;-1050;13500
Exec;Overvalued_10_2;Overvalued_10_2
Info;Sending a BID order [tick=1]
Order;lvmh;Noise4;Noise4;M;B;221;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_5;Overvalued_10_5;L;A;13500;530;-1
Price;lvmh;13500;294;A;Overvalued_10_5;Overvalued_10_5;Noise3;Noise3;13500;9223372036854775807
Agent;Noise3;-26053183;lvmh;1856;13500
Exec;Noise3;Noise3
Agent;Overvalued_10_5;6750000;lvmh;-500;13500
Price;lvmh;13500;236;A;Overvalued_10_5;Overvalued_10_5;Noise6;Noise6;13500;9223372036854775807
Agent;Noise6;-9045000;lvmh;670;13500
Agent;Overvalued_10_5;9936000;lvmh;-736;13500
Exec;Overvalued_10_5;Overvalued_10_5
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_6;Overvalued_10_6;L;A;13500;916;-1
Price;lvmh;13500;208;A;Overvalued_10_6;Overvalued_10_6;Noise6;Noise6;13500;9223372036854775807
Agent;Noise6;-11853000;lvmh;878;13500
Exec;Noise6;Noise6
Agent;Overvalued_10_6;13216500;lvmh;-979;13500
Price;lvmh;13500;554;A;Overvalued_10_6;Overvalued_10_6;Noise5;Noise5;13500;9223372036854775807
Agent;Noise5;-19075500;lvmh;1413;13500
Exec;Noise5;Noise5
Agent;Overvalued_10_6;20695500;lvmh;-1533;13500
Price;lvmh;13500;63;A;Overvalued_10_6;Overvalued_10_6;Noise0;Noise0;13500;9223372036854775807
Agent;Noise0;-13637176;lvmh;979;13500
Exec;Noise0;Noise0
Agent;Overvalued_10_6;21546000;lvmh;-1596;13500
Price;lvmh;13500;74;A;Overvalued_10_6;Overvalued_10_6;Noise3;Noise3;13500;9223372036854775807
Agent;Noise3;-27052183;lvmh;1930;13500
Exec;Noise3;Noise3
Agent;Overvalued_10_6;22545000;lvmh;-1670;13500
Price;lvmh;13500;17;A;Overvalued_10_6;Overvalued_10_6;Noise1;Noise1;13500;9223372036854775807
Agent;Noise1;-13629300;lvmh;997;13500
Agent;Overvalued_10_6;22774500;lvmh;-1687;13500
Exec;Overvalued_10_6;Overvalued_10_6
Order;lvmh;ZIT2;5;L;B;14729;22;-1
Order;lvmh;ZIT4;5;L;B;14892;43;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_4;Overvalued_10_4;L;A;13500;275;-1
Price;lvmh;13500;275;A;Overvalued_10_4;Overvalued_10_4;Noise1;Noise1;13500;9223372036854775807
Agent;Noise1;-17341800;lvmh;1272;13500
Agent;Overvalued_10_4;10111500;lvmh;-749;13500
Exec;Overvalued_10_4;Overvalued_10_4
Info;Sending an ASK order [tick=1]
Order;lvmh;Noise1;Noise1;M;B;100;-1
Order;lvmh;ZIT0;5;L;B;14977;56;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Noise2;Noise2;M;B;138;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Noise0;Noise0;M;B;413;-1
Info;Sending a BID order [tick=1]
Order;lvmh;Noise5;Noise5;M;B;391;-1
Order;lvmh;ZIT6;5;L;B;14439;88;-1
Order;lvmh;ZIT8;5;L;A;14058;48;-1
Price;lvmh;14058;48;A;ZIT8;5;Noise1;Noise1;14058;9223372036854775807
Agent;Noise1;-18016584;lvmh;1320;14058
Agent;ZIT8;674784;lvmh;-48;14058
Exec;ZIT8;5
Order;lvmh;ZIT3;5;L;A;14472;22;-1
Price;lvmh;14472;22;A;ZIT3;5;Noise1;Noise1;14472;9223372036854775807
Agent;Noise1;-18334968;lvmh;1342;14472
Agent;ZIT3;1210060;lvmh;-83;14472
Exec;ZIT3;5
Order;lvmh;ZIT5;5;L;A;14965;84;-1
Price;lvmh;14965;84;A;ZIT5;5;Noise1;Noise1;14965;9223372036854775807
Agent;Noise1;-19592028;lvmh;1426;14965
Agent;ZIT5;2838641;lvmh;-192;14965
Exec;ZIT5;5
Order;lvmh;ZIT7;5;L;B;14577;61;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Noise3;Noise3;M;B;900;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_8;Overvalued_10_8;L;A;13500;518;-1
Price;lvmh;13500;408;A;Overvalued_10_8;Overvalued_10_8;Noise1;Noise1;13500;9223372036854775807
Agent;Noise1;-25100028;lvmh;1834;13500
Exec;Noise1;Noise1
Agent;Overvalued_10_8;12831046;lvmh;-931;13500
Price;lvmh;13500;110;A;Overvalued_10_8;Overvalued_10_8;Noise6;Noise6;13500;9223372036854775807
Agent;Noise6;-13338000;lvmh;988;13500
Agent;Overvalued_10_8;14316046;lvmh;-1041;13500
Exec;Overvalued_10_8;Overvalued_10_8
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_1;Overvalued_10_1;L;A;13500;455;-1
Price;lvmh;13500;434;A;Overvalued_10_1;Overvalued_10_1;Noise6;Noise6;13500;9223372036854775807
Agent;Noise6;-19197000;lvmh;1422;13500
Exec;Noise6;Noise6
Agent;Overvalued_10_1;8289000;lvmh;-614;13500
Price;lvmh;13500;21;A;Overvalued_10_1;Overvalued_10_1;Noise4;Noise4;13500;9223372036854775807
Agent;Noise4;-5980500;lvmh;443;13500
Agent;Overvalued_10_1;8572500;lvmh;-635;13500
Exec;Overvalued_10_1;Overvalued_10_1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_0;Overvalued_10_0;L;A;13500;176;-1
Price;lvmh;13500;176;A;Overvalued_10_0;Overvalued_10_0;Noise4;Noise4;13500;9223372036854775807
Agent;Noise4;-8356500;lvmh;619;13500
Agent;Overvalued_10_0;9706500;lvmh;-719;13500
Exec;Overvalued_10_0;Overvalued_10_0
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_3;Overvalued_10_3;L;A;13500;388;-1
Price;lvmh;13500;70;A;Overvalued_10_3;Overvalued_10_3;Noise4;Noise4;13500;9223372036854775807
Agent;Noise4;-9301500;lvmh;689;13500
Exec;Noise4;Noise4
Agent;Overvalued_10_3;12371544;lvmh;-897;13500
Price;lvmh;13500;318;A;Overvalued_10_3;Overvalued_10_3;Noise2;Noise2;13500;9223372036854775807
Agent;Noise2;-18576000;lvmh;1376;13500
Agent;Overvalued_10_3;16664544;lvmh;-1215;13500
Exec;Overvalued_10_3;Overvalued_10_3
Order;lvmh;ZIT9;5;L;B;14743;83;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_7;Overvalued_10_7;L;A;13500;404;-1
Price;lvmh;13500;404;A;Overvalued_10_7;Overvalued_10_7;Noise2;Noise2;13500;9223372036854775807
Agent;Noise2;-24030000;lvmh;1780;13500
Agent;Overvalued_10_7;10422000;lvmh;-772;13500
Exec;Overvalued_10_7;Overvalued_10_7
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_9;Overvalued_10_9;L;A;13500;307;-1
Price;lvmh;13500;189;A;Overvalued_10_9;Overvalued_10_9;Noise2;Noise2;13500;9223372036854775807
Agent;Noise2;-26581500;lvmh;1969;13500
Exec;Noise2;Noise2
Agent;Overvalued_10_9;6912000;lvmh;-512;13500
Price;lvmh;13500;118;A;Overvalued_10_9;Overvalued_10_9;Noise5;Noise5;13500;9223372036854775807
Agent;Noise5;-20668500;lvmh;1531;13500
Agent;Overvalued_10_9;8505000;lvmh;-630;13500
Exec;Overvalued_10_9;Overvalued_10_9
Tick;1;lvmh;0;9223372036854775807;13500;
!F
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_4;Overvalued_10_4;L;A;13500;225;-1
Order;lvmh;ZIT5;6;L;B;14618;24;-1
Info;Sending a BID order [tick=1]
Order;lvmh;Noise1;Noise1;M;B;206;-1
Info;Sending a BID order [tick=1]
Order;lvmh;Noise5;Noise5;M;B;376;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_3;Overvalued_10_3;L;A;13500;569;-1
Order;lvmh;ZIT0;6;L;B;14220;12;-1
Order;lvmh;ZIT3;6;L;B;14122;34;-1
Info;Sending a BID order [tick=1]
Order;lvmh;Noise6;Noise6;M;B;77;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Noise3;Noise3;M;B;936;-1
Order;lvmh;ZIT2;6;L;B;14374;84;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_6;Overvalued_10_6;L;A;13500;914;-1
Order;lvmh;ZIT6;6;L;A;14324;54;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_1;Overvalued_10_1;L;A;13500;202;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_8;Overvalued_10_8;L;A;13500;419;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_7;Overvalued_10_7;L;A;13500;203;-1
Order;lvmh;ZIT7;6;L;B;14701;82;-1
Info;Sending a BID order [tick=1]
Order;lvmh;Noise0;Noise0;M;B;98;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_2;Overvalued_10_2;L;A;13500;219;-1
Info;Sending a BID order [tick=1]
Order;lvmh;Noise2;Noise2;M;B;534;-1
Order;lvmh;ZIT4;6;L;B;14184;42;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_5;Overvalued_10_5;L;A;13500;971;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_9;Overvalued_10_9;L;A;13500;259;-1
Order;lvmh;ZIT8;6;L;B;14714;50;-1
Order;lvmh;ZIT1;6;L;A;14761;20;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_0;Overvalued_10_0;L;A;13500;320;-1
Order;lvmh;ZIT9;6;L;A;14479;88;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Noise4;Noise4;M;B;897;-1
Tick;1;lvmh;13500;9223372036854775807;13500;
Price;lvmh;14002;1726;p;noname;noname;13500;9223372036854775807
!K
Day;1;lvmh;14414;13500;14999;14002;59;
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_4;Overvalued_10_4;L;A;13500;22;-1
Order;lvmh;ZIT7;7;L;A;14849;54;-1
Info;Sending a BID order [tick=1]
Order;lvmh;Noise4;Noise4;M;B;270;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Noise5;Noise5;M;B;988;-1
Info;Sending a BID order [tick=1]
Order;lvmh;Noise6;Noise6;M;B;722;-1
Order;lvmh;ZIT5;7;L;B;14993;85;-1
Info;Sending a BID order [tick=1]
Order;lvmh;Noise2;Noise2;M;B;370;-1
Order;lvmh;ZIT6;7;L;A;14935;46;-1
Order;lvmh;ZIT1;7;L;A;14176;59;-1
Order;lvmh;ZIT2;7;L;A;14003;47;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_5;Overvalued_10_5;L;A;13500;518;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_8;Overvalued_10_8;L;A;13500;501;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_2;Overvalued_10_2;L;A;13500;176;-1
Order;lvmh;ZIT9;7;L;B;14220;80;-1
Order;lvmh;ZIT3;7;L;A;14589;94;-1
Info;Sending a BID order [tick=1]
Order;lvmh;Noise0;Noise0;M;B;743;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_9;Overvalued_10_9;L;A;13500;853;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Noise1;Noise1;M;B;852;-1
Order;lvmh;ZIT4;7;L;A;14827;95;-1
Order;lvmh;ZIT8;7;L;B;14711;43;-1
Order;lvmh;ZIT0;7;L;A;14116;65;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_3;Overvalued_10_3;L;A;13500;661;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Noise3;Noise3;M;B;344;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_1;Overvalued_10_1;L;A;13500;785;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_0;Overvalued_10_0;L;A;13500;915;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_7;Overvalued_10_7;L;A;13500;221;-1
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_6;Overvalued_10_6;L;A;13500;872;-1
Tick;1;lvmh;13500;9223372036854775807;14002;
Price;lvmh;14002;1934;p;noname;noname;13500;9223372036854775807
!C
Info;Sending an ASK order [tick=1]
Order;lvmh;Overvalued_10_9;Overvalued_10_9;L;A;13500;519;-1
Price;lvmh;13500;62;A;Overvalued_10_5;Overvalued_10_5;Noise3;Noise3;13500;9223372036854775807
Agent;Noise3;-30745591;lvmh;2196;13500
Agent;Overvalued_10_5;23500818;lvmh;-1707;13500
Exec;Overvalued_10_5;Overvalued_10_5
Price;lvmh;13500;259;A;Overvalued_10_9;Overvalued_10_9;Noise3;Noise3;13500;9223372036854775807
Agent;Noise3;-34242091;lvmh;2455;13500
